;Hours;Oslo
24.03.2019;15 - 16;366,07
24.03.2019;16 - 17;367,13
24.03.2019;17 - 18;365,78
24.03.2019;18 - 19;379,12
24.03.2019;19 - 20;391,11
24.03.2019;20 - 21;379,51
24.03.2019;21 - 22;375,54
24.03.2019;22 - 23;375,35
24.03.2019;23 - 00;375,16
25.03.2019;00 - 01;378,93
25.03.2019;01 - 02;378,35
25.03.2019;02 - 03;377,67
25.03.2019;03 - 04;376,99
25.03.2019;04 - 05;373,8
25.03.2019;05 - 06;378,93
25.03.2019;06 - 07;385,21
25.03.2019;07 - 08;396,04
25.03.2019;08 - 09;402,42
25.03.2019;09 - 10;396,43
25.03.2019;10 - 11;391,11
25.03.2019;11 - 12;389,37
25.03.2019;12 - 13;386,57
25.03.2019;13 - 14;384,15
25.03.2019;14 - 15;380,96
25.03.2019;15 - 16;380,19
25.03.2019;16 - 17;381,93
25.03.2019;17 - 18;388,4
25.03.2019;18 - 19;398,36
25.03.2019;19 - 20;415,38
25.03.2019;20 - 21;404,55
25.03.2019;21 - 22;389,95
25.03.2019;22 - 23;389,95
25.03.2019;23 - 00;383,47
26.03.2019;00 - 01;378,81
26.03.2019;01 - 02;376,68
26.03.2019;02 - 03;376,1
26.03.2019;03 - 04;376,87
26.03.2019;04 - 05;374,65
26.03.2019;05 - 06;379,87
26.03.2019;06 - 07;389,04
26.03.2019;07 - 08;401,02
26.03.2019;08 - 09;399,67
26.03.2019;09 - 10;393
26.03.2019;10 - 11;392,62
26.03.2019;11 - 12;389,62
26.03.2019;12 - 13;386,92
26.03.2019;13 - 14;384,89
26.03.2019;14 - 15;384,89
26.03.2019;15 - 16;385,95
26.03.2019;16 - 17;386,34
26.03.2019;17 - 18;393
26.03.2019;18 - 19;402,08
26.03.2019;19 - 20;418,12
26.03.2019;20 - 21;415,7
26.03.2019;21 - 22;404,88
26.03.2019;22 - 23;394,74
26.03.2019;23 - 00;384,6
27.03.2019;00 - 01;378,41
27.03.2019;01 - 02;376,39
27.03.2019;02 - 03;375,71
27.03.2019;03 - 04;376,19
27.03.2019;04 - 05;375,9
27.03.2019;05 - 06;384,39
27.03.2019;06 - 07;391,63
27.03.2019;07 - 08;418,35
27.03.2019;08 - 09;437,25
27.03.2019;09 - 10;412,17
27.03.2019;10 - 11;400,12
27.03.2019;11 - 12;391,72
27.03.2019;12 - 13;385,84
27.03.2019;13 - 14;381,79
27.03.2019;14 - 15;380,73
27.03.2019;15 - 16;380,82
27.03.2019;16 - 17;385,84
27.03.2019;17 - 18;392,21
27.03.2019;18 - 19;403,2
27.03.2019;19 - 20;406
27.03.2019;20 - 21;396,35
27.03.2019;21 - 22;389,89
27.03.2019;22 - 23;389,89
27.03.2019;23 - 00;378,61
28.03.2019;00 - 01;374,62
28.03.2019;01 - 02;373,06
28.03.2019;02 - 03;372,1
28.03.2019;03 - 04;372,77
28.03.2019;04 - 05;371,13
28.03.2019;05 - 06;389,15
28.03.2019;06 - 07;397,39
28.03.2019;07 - 08;411,83
28.03.2019;08 - 09;412,9
28.03.2019;09 - 10;409,61
28.03.2019;10 - 11;408,25
28.03.2019;11 - 12;403,4
28.03.2019;12 - 13;399,14
28.03.2019;13 - 14;398,17
28.03.2019;14 - 15;395,26
28.03.2019;15 - 16;395,36
28.03.2019;16 - 17;399,04
28.03.2019;17 - 18;398,85
28.03.2019;18 - 19;400,01
28.03.2019;19 - 20;401,46
28.03.2019;20 - 21;399,62
28.03.2019;21 - 22;400,98
28.03.2019;22 - 23;400,11
28.03.2019;23 - 00;391,67
29.03.2019;00 - 01;385,34
29.03.2019;01 - 02;373,86
29.03.2019;02 - 03;373,08
29.03.2019;03 - 04;373,95
29.03.2019;04 - 05;374,93
29.03.2019;05 - 06;388,65
29.03.2019;06 - 07;400,91
29.03.2019;07 - 08;403,64
29.03.2019;08 - 09;403,45
29.03.2019;09 - 10;400,62
29.03.2019;10 - 11;388,36
29.03.2019;11 - 12;382,23
29.03.2019;12 - 13;374,73
29.03.2019;13 - 14;371,03
29.03.2019;14 - 15;374,05
29.03.2019;15 - 16;371,03
29.03.2019;16 - 17;382,03
29.03.2019;17 - 18;388,46
29.03.2019;18 - 19;390,01
29.03.2019;19 - 20;388,07
29.03.2019;20 - 21;388,65
29.03.2019;21 - 22;390,21
29.03.2019;22 - 23;388,26
29.03.2019;23 - 00;384,56
30.03.2019;00 - 01;374,58
30.03.2019;01 - 02;368,97
30.03.2019;02 - 03;367,61
30.03.2019;03 - 04;366,55
30.03.2019;04 - 05;365,68
30.03.2019;05 - 06;369,26
30.03.2019;06 - 07;368,87
30.03.2019;07 - 08;369,06
30.03.2019;08 - 09;371,2
30.03.2019;09 - 10;371,2
30.03.2019;10 - 11;370,13
30.03.2019;11 - 12;368,68
30.03.2019;12 - 13;367,32
30.03.2019;13 - 14;366,26
30.03.2019;14 - 15;363,93
30.03.2019;15 - 16;363,74
30.03.2019;16 - 17;366,93
30.03.2019;17 - 18;374,58
30.03.2019;18 - 19;380,49
30.03.2019;19 - 20;382,43
30.03.2019;20 - 21;383,11
30.03.2019;21 - 22;379,91
30.03.2019;22 - 23;377,59
30.03.2019;23 - 00;374,2
31.03.2019;00 - 01;374,65
31.03.2019;01 - 02;372,14
31.03.2019;02 - 03;
31.03.2019;03 - 04;373,88
31.03.2019;04 - 05;372,63
31.03.2019;05 - 06;372,63
31.03.2019;06 - 07;372,05
31.03.2019;07 - 08;372,14
31.03.2019;08 - 09;372,63
31.03.2019;09 - 10;372,91
31.03.2019;10 - 11;373,11
31.03.2019;11 - 12;372,72
31.03.2019;12 - 13;372,34
31.03.2019;13 - 14;371,18
31.03.2019;14 - 15;370,21
31.03.2019;15 - 16;368,76
31.03.2019;16 - 17;366,83
31.03.2019;17 - 18;368,76
31.03.2019;18 - 19;371,66
31.03.2019;19 - 20;377,55
31.03.2019;20 - 21;390,48
31.03.2019;21 - 22;379,09
31.03.2019;22 - 23;378,9
31.03.2019;23 - 00;373,2
01.04.2019;00 - 01;373,88
01.04.2019;01 - 02;372,43
01.04.2019;02 - 03;372,43
01.04.2019;03 - 04;372,43
01.04.2019;04 - 05;369,54
01.04.2019;05 - 06;380,92
01.04.2019;06 - 07;401,29
01.04.2019;07 - 08;431,59
01.04.2019;08 - 09;465,95
01.04.2019;09 - 10;426,96
01.04.2019;10 - 11;401,58
01.04.2019;11 - 12;386,72
01.04.2019;12 - 13;378,32
01.04.2019;13 - 14;376,2
01.04.2019;14 - 15;366,35
01.04.2019;15 - 16;365,97
01.04.2019;16 - 17;366,26
01.04.2019;17 - 18;373,2
01.04.2019;18 - 19;392,02
01.04.2019;19 - 20;399,07
01.04.2019;20 - 21;395,69
01.04.2019;21 - 22;382,08
01.04.2019;22 - 23;371,66
01.04.2019;23 - 00;366,93
02.04.2019;00 - 01;357,9
02.04.2019;01 - 02;357,32
02.04.2019;02 - 03;356,46
02.04.2019;03 - 04;356,46
02.04.2019;04 - 05;354,14
02.04.2019;05 - 06;353,85
02.04.2019;06 - 07;382,41
02.04.2019;07 - 08;407,02
02.04.2019;08 - 09;406,83
02.04.2019;09 - 10;390,81
02.04.2019;10 - 11;380,19
02.04.2019;11 - 12;373,34
02.04.2019;12 - 13;372,28
02.04.2019;13 - 14;372,86
02.04.2019;14 - 15;364,47
02.04.2019;15 - 16;364,27
02.04.2019;16 - 17;362,05
02.04.2019;17 - 18;364,56
02.04.2019;18 - 19;376,62
02.04.2019;19 - 20;381,83
02.04.2019;20 - 21;380,48
02.04.2019;21 - 22;379,33
02.04.2019;22 - 23;375,47
02.04.2019;23 - 00;365,62
03.04.2019;00 - 01;358,3
03.04.2019;01 - 02;359,65
03.04.2019;02 - 03;359,27
03.04.2019;03 - 04;359,27
03.04.2019;04 - 05;356,09
03.04.2019;05 - 06;370,55
03.04.2019;06 - 07;396,97
03.04.2019;07 - 08;431,97
03.04.2019;08 - 09;467,07
03.04.2019;09 - 10;448,07
03.04.2019;10 - 11;445,08
03.04.2019;11 - 12;429,85
03.04.2019;12 - 13;408,83
03.04.2019;13 - 14;402,37
03.04.2019;14 - 15;393,11
03.04.2019;15 - 16;390,32
03.04.2019;16 - 17;392,73
03.04.2019;17 - 18;396,1
03.04.2019;18 - 19;397,84
03.04.2019;19 - 20;399,09
03.04.2019;20 - 21;394,27
03.04.2019;21 - 22;389,26
03.04.2019;22 - 23;383,18
03.04.2019;23 - 00;371,8
04.04.2019;00 - 01;365,83
04.04.2019;01 - 02;365,15
04.04.2019;02 - 03;364,48
04.04.2019;03 - 04;363,81
04.04.2019;04 - 05;357,84
04.04.2019;05 - 06;371,7
04.04.2019;06 - 07;390,08
04.04.2019;07 - 08;432,61
04.04.2019;08 - 09;472,15
04.04.2019;09 - 10;440,69
04.04.2019;10 - 11;421,25
04.04.2019;11 - 12;403,45
04.04.2019;12 - 13;392,1
04.04.2019;13 - 14;388,06
04.04.2019;14 - 15;372,66
04.04.2019;15 - 16;369,2
04.04.2019;16 - 17;375,55
04.04.2019;17 - 18;383,53
04.04.2019;18 - 19;390,94
04.04.2019;19 - 20;391,71
04.04.2019;20 - 21;387,67
04.04.2019;21 - 22;381,61
04.04.2019;22 - 23;372,56
04.04.2019;23 - 00;363,52
05.04.2019;00 - 01;352,18
05.04.2019;01 - 02;351,7
05.04.2019;02 - 03;352,56
05.04.2019;03 - 04;349,19
05.04.2019;04 - 05;360,28
05.04.2019;05 - 06;377,73
05.04.2019;06 - 07;394,21
05.04.2019;07 - 08;409,16
05.04.2019;08 - 09;423,52
05.04.2019;09 - 10;416,19
05.04.2019;10 - 11;408,19
05.04.2019;11 - 12;398,07
05.04.2019;12 - 13;392,67
05.04.2019;13 - 14;386,4
05.04.2019;14 - 15;376,86
05.04.2019;15 - 16;374,45
05.04.2019;16 - 17;377,15
05.04.2019;17 - 18;385,44
05.04.2019;18 - 19;391,71
05.04.2019;19 - 20;391,42
05.04.2019;20 - 21;387,66
05.04.2019;21 - 22;390,07
05.04.2019;22 - 23;380,62
05.04.2019;23 - 00;377,53
06.04.2019;00 - 01;393,9
06.04.2019;01 - 02;388,59
06.04.2019;02 - 03;382,4
06.04.2019;03 - 04;378,83
06.04.2019;04 - 05;378,05
06.04.2019;05 - 06;377,67
06.04.2019;06 - 07;388,78
06.04.2019;07 - 08;393,13
06.04.2019;08 - 09;402,11
06.04.2019;09 - 10;402,59
06.04.2019;10 - 11;397,76
06.04.2019;11 - 12;388,88
06.04.2019;12 - 13;377,96
06.04.2019;13 - 14;378,15
06.04.2019;14 - 15;373,61
06.04.2019;15 - 16;371
06.04.2019;16 - 17;373,03
06.04.2019;17 - 18;383,08
06.04.2019;18 - 19;389,26
06.04.2019;19 - 20;395,16
06.04.2019;20 - 21;396,8
06.04.2019;21 - 22;390,13
06.04.2019;22 - 23;386,75
06.04.2019;23 - 00;385,49
07.04.2019;00 - 01;390,56
07.04.2019;01 - 02;385,35
07.04.2019;02 - 03;377,14
07.04.2019;03 - 04;377,05
07.04.2019;04 - 05;377,24
07.04.2019;05 - 06;378,11
07.04.2019;06 - 07;374,54
07.04.2019;07 - 08;380,72
07.04.2019;08 - 09;391,14
07.04.2019;09 - 10;392,59
07.04.2019;10 - 11;382,94
07.04.2019;11 - 12;381,78
07.04.2019;12 - 13;378,4
07.04.2019;13 - 14;375,41
07.04.2019;14 - 15;372,32
07.04.2019;15 - 16;370,29
07.04.2019;16 - 17;369,71
07.04.2019;17 - 18;378,11
07.04.2019;18 - 19;396,07
07.04.2019;19 - 20;407,66
07.04.2019;20 - 21;408,91
07.04.2019;21 - 22;410,36
07.04.2019;22 - 23;405,92
07.04.2019;23 - 00;402,15
08.04.2019;00 - 01;391,82
08.04.2019;01 - 02;377,53
08.04.2019;02 - 03;372,61
08.04.2019;03 - 04;370,67
08.04.2019;04 - 05;371,06
08.04.2019;05 - 06;392,01
08.04.2019;06 - 07;411,23
08.04.2019;07 - 08;428,99
08.04.2019;08 - 09;432,95
08.04.2019;09 - 10;429,57
08.04.2019;10 - 11;426,48
08.04.2019;11 - 12;414,99
08.04.2019;12 - 13;408,91
08.04.2019;13 - 14;404,08
08.04.2019;14 - 15;390,28
08.04.2019;15 - 16;387,86
08.04.2019;16 - 17;393,56
08.04.2019;17 - 18;403,7
08.04.2019;18 - 19;416,15
08.04.2019;19 - 20;424,36
08.04.2019;20 - 21;417,6
08.04.2019;21 - 22;409,2
08.04.2019;22 - 23;395,97
08.04.2019;23 - 00;375,6
09.04.2019;00 - 01;384,18
09.04.2019;01 - 02;383,69
09.04.2019;02 - 03;383,79
09.04.2019;03 - 04;383,5
09.04.2019;04 - 05;383,02
09.04.2019;05 - 06;393,34
09.04.2019;06 - 07;425,74
09.04.2019;07 - 08;453,22
09.04.2019;08 - 09;480,22
09.04.2019;09 - 10;453,51
09.04.2019;10 - 11;439,82
09.04.2019;11 - 12;428,15
09.04.2019;12 - 13;416,1
09.04.2019;13 - 14;407,8
09.04.2019;14 - 15;394,4
09.04.2019;15 - 16;392,28
09.04.2019;16 - 17;399,99
09.04.2019;17 - 18;405,58
09.04.2019;18 - 19;419,76
09.04.2019;19 - 20;434,42
09.04.2019;20 - 21;428,82
09.04.2019;21 - 22;411,76
09.04.2019;22 - 23;405,68
09.04.2019;23 - 00;389,19
10.04.2019;00 - 01;389,28
10.04.2019;01 - 02;385,82
10.04.2019;02 - 03;384,09
10.04.2019;03 - 04;384,28
10.04.2019;04 - 05;383,61
10.04.2019;05 - 06;406,5
10.04.2019;06 - 07;426,8
10.04.2019;07 - 08;469,31
10.04.2019;08 - 09;538,18
10.04.2019;09 - 10;471,04
10.04.2019;10 - 11;443,92
10.04.2019;11 - 12;428,05
10.04.2019;12 - 13;422,08
10.04.2019;13 - 14;418,72
10.04.2019;14 - 15;407,94
10.04.2019;15 - 16;408,13
10.04.2019;16 - 17;418,04
10.04.2019;17 - 18;423,33
10.04.2019;18 - 19;433,72
10.04.2019;19 - 20;439,4
10.04.2019;20 - 21;440,45
10.04.2019;21 - 22;425,74
10.04.2019;22 - 23;419,87
10.04.2019;23 - 00;404,09
11.04.2019;00 - 01;407,54
11.04.2019;01 - 02;402,45
11.04.2019;02 - 03;402,07
11.04.2019;03 - 04;402,64
11.04.2019;04 - 05;405,91
11.04.2019;05 - 06;421,45
11.04.2019;06 - 07;459,74
11.04.2019;07 - 08;523,94
11.04.2019;08 - 09;550,23
11.04.2019;09 - 10;480,18
11.04.2019;10 - 11;465,88
11.04.2019;11 - 12;455,81
11.04.2019;12 - 13;455,23
11.04.2019;13 - 14;455,61
11.04.2019;14 - 15;441,03
11.04.2019;15 - 16;434,5
11.04.2019;16 - 17;441,89
11.04.2019;17 - 18;444
11.04.2019;18 - 19;457,63
11.04.2019;19 - 20;467,8
11.04.2019;20 - 21;473,56
11.04.2019;21 - 22;460,22
11.04.2019;22 - 23;452,93
11.04.2019;23 - 00;432,87
12.04.2019;00 - 01;421,87
12.04.2019;01 - 02;418,8
12.04.2019;02 - 03;417,94
12.04.2019;03 - 04;419
12.04.2019;04 - 05;423,69
12.04.2019;05 - 06;440,28
12.04.2019;06 - 07;455,62
12.04.2019;07 - 08;547,38
12.04.2019;08 - 09;557,64
12.04.2019;09 - 10;478,44
12.04.2019;10 - 11;464,06
12.04.2019;11 - 12;450,54
12.04.2019;12 - 13;440,57
12.04.2019;13 - 14;433,38
12.04.2019;14 - 15;423,31
12.04.2019;15 - 16;417,75
12.04.2019;16 - 17;418,13
12.04.2019;17 - 18;421,87
12.04.2019;18 - 19;438,36
12.04.2019;19 - 20;449,49
12.04.2019;20 - 21;450,83
12.04.2019;21 - 22;434,91
12.04.2019;22 - 23;428,78
12.04.2019;23 - 00;420,24
13.04.2019;00 - 01;430,41
13.04.2019;01 - 02;421,86
13.04.2019;02 - 03;417,24
13.04.2019;03 - 04;414,17
13.04.2019;04 - 05;416,38
13.04.2019;05 - 06;416,19
13.04.2019;06 - 07;421,76
13.04.2019;07 - 08;432,43
13.04.2019;08 - 09;443,48
13.04.2019;09 - 10;441,18
13.04.2019;10 - 11;429,16
13.04.2019;11 - 12;423,3
13.04.2019;12 - 13;421,18
13.04.2019;13 - 14;417,63
13.04.2019;14 - 15;415,03
13.04.2019;15 - 16;412,92
13.04.2019;16 - 17;413,5
13.04.2019;17 - 18;417,72
13.04.2019;18 - 19;424,16
13.04.2019;19 - 20;432,43
13.04.2019;20 - 21;435,12
13.04.2019;21 - 22;423,97
13.04.2019;22 - 23;419,07
13.04.2019;23 - 00;415,32
14.04.2019;00 - 01;410,57
14.04.2019;01 - 02;408,36
14.04.2019;02 - 03;407,01
14.04.2019;03 - 04;407,78
14.04.2019;04 - 05;408,17
14.04.2019;05 - 06;409,22
14.04.2019;06 - 07;412,01
14.04.2019;07 - 08;413,45
14.04.2019;08 - 09;415,08
14.04.2019;09 - 10;419,41
14.04.2019;10 - 11;417,39
14.04.2019;11 - 12;414,32
14.04.2019;12 - 13;411,82
14.04.2019;13 - 14;409,7
14.04.2019;14 - 15;407,98
14.04.2019;15 - 16;406,44
14.04.2019;16 - 17;405,67
14.04.2019;17 - 18;406,53
14.04.2019;18 - 19;415,56
14.04.2019;19 - 20;429,4
14.04.2019;20 - 21;438,23
14.04.2019;21 - 22;426,61
14.04.2019;22 - 23;421,9
14.04.2019;23 - 00;418,35
15.04.2019;00 - 01;422,1
15.04.2019;01 - 02;415,28
15.04.2019;02 - 03;414,03
15.04.2019;03 - 04;414,99
15.04.2019;04 - 05;416,52
15.04.2019;05 - 06;433,24
15.04.2019;06 - 07;454,85
15.04.2019;07 - 08;482,62
15.04.2019;08 - 09;484,54
15.04.2019;09 - 10;454,28
15.04.2019;10 - 11;440,73
15.04.2019;11 - 12;430,45
15.04.2019;12 - 13;427,19
15.04.2019;13 - 14;425,65
15.04.2019;14 - 15;421,23
15.04.2019;15 - 16;419,02
15.04.2019;16 - 17;421,52
15.04.2019;17 - 18;427
15.04.2019;18 - 19;440,73
15.04.2019;19 - 20;450,63
15.04.2019;20 - 21;451,59
15.04.2019;21 - 22;439
15.04.2019;22 - 23;422,48
15.04.2019;23 - 00;412,3
16.04.2019;00 - 01;415,02
16.04.2019;01 - 02;413,87
16.04.2019;02 - 03;413,77
16.04.2019;03 - 04;415,12
16.04.2019;04 - 05;418,2
16.04.2019;05 - 06;424,64
16.04.2019;06 - 07;444,35
16.04.2019;07 - 08;467,32
16.04.2019;08 - 09;463,48
16.04.2019;09 - 10;448,19
16.04.2019;10 - 11;429,92
16.04.2019;11 - 12;427,04
16.04.2019;12 - 13;424,54
16.04.2019;13 - 14;424,64
16.04.2019;14 - 15;421,37
16.04.2019;15 - 16;418,97
16.04.2019;16 - 17;418,97
16.04.2019;17 - 18;427,81
16.04.2019;18 - 19;443,19
16.04.2019;19 - 20;450,02
16.04.2019;20 - 21;453,96
16.04.2019;21 - 22;445,98
16.04.2019;22 - 23;424,54
16.04.2019;23 - 00;403,2
17.04.2019;00 - 01;404,27
17.04.2019;01 - 02;401,68
17.04.2019;02 - 03;400,24
17.04.2019;03 - 04;402,55
17.04.2019;04 - 05;405,91
17.04.2019;05 - 06;416,57
17.04.2019;06 - 07;438,65
17.04.2019;07 - 08;448,45
17.04.2019;08 - 09;455,46
17.04.2019;09 - 10;446,81
17.04.2019;10 - 11;440,96
17.04.2019;11 - 12;427,99
17.04.2019;12 - 13;421,65
17.04.2019;13 - 14;415,6
17.04.2019;14 - 15;412,72
17.04.2019;15 - 16;412,05
17.04.2019;16 - 17;412,24
17.04.2019;17 - 18;414,74
17.04.2019;18 - 19;426,46
17.04.2019;19 - 20;433,27
17.04.2019;20 - 21;439,13
17.04.2019;21 - 22;425,02
17.04.2019;22 - 23;412,63
17.04.2019;23 - 00;401,39
18.04.2019;00 - 01;409,56
18.04.2019;01 - 02;408,22
18.04.2019;02 - 03;408,02
18.04.2019;03 - 04;409,37
18.04.2019;04 - 05;411,86
18.04.2019;05 - 06;422,11
18.04.2019;06 - 07;429,11
18.04.2019;07 - 08;438,98
18.04.2019;08 - 09;444,16
18.04.2019;09 - 10;437,55
18.04.2019;10 - 11;427,19
18.04.2019;11 - 12;418,18
18.04.2019;12 - 13;412,43
18.04.2019;13 - 14;406,59
18.04.2019;14 - 15;404,48
18.04.2019;15 - 16;403,42
18.04.2019;16 - 17;403,23
18.04.2019;17 - 18;409,08
18.04.2019;18 - 19;421,83
18.04.2019;19 - 20;429,11
18.04.2019;20 - 21;430,55
18.04.2019;21 - 22;423,94
18.04.2019;22 - 23;413,97
18.04.2019;23 - 00;396,71
19.04.2019;00 - 01;398,49
19.04.2019;01 - 02;398,39
19.04.2019;02 - 03;391,98
19.04.2019;03 - 04;392,65
19.04.2019;04 - 05;392,27
19.04.2019;05 - 06;394,95
19.04.2019;06 - 07;398,97
19.04.2019;07 - 08;408,64
19.04.2019;08 - 09;419,65
19.04.2019;09 - 10;418,69
19.04.2019;10 - 11;411,42
19.04.2019;11 - 12;409,41
19.04.2019;12 - 13;404,81
19.04.2019;13 - 14;401,46
19.04.2019;14 - 15;396,38
19.04.2019;15 - 16;392,46
19.04.2019;16 - 17;400,12
19.04.2019;17 - 18;404,24
19.04.2019;18 - 19;411,42
19.04.2019;19 - 20;418,21
19.04.2019;20 - 21;413,62
19.04.2019;21 - 22;422,14
19.04.2019;22 - 23;420,13
19.04.2019;23 - 00;398,49
20.04.2019;00 - 01;406,44
20.04.2019;01 - 02;392,17
20.04.2019;02 - 03;387,38
20.04.2019;03 - 04;390,16
20.04.2019;04 - 05;395,04
20.04.2019;05 - 06;388,15
20.04.2019;06 - 07;394,85
20.04.2019;07 - 08;396,58
20.04.2019;08 - 09;408,54
20.04.2019;09 - 10;411,61
20.04.2019;10 - 11;410,55
20.04.2019;11 - 12;402,22
20.04.2019;12 - 13;397,34
20.04.2019;13 - 14;392,46
20.04.2019;14 - 15;389,78
20.04.2019;15 - 16;384,7
20.04.2019;16 - 17;387,38
20.04.2019;17 - 18;407,2
20.04.2019;18 - 19;414,86
20.04.2019;19 - 20;421,37
20.04.2019;20 - 21;421,76
20.04.2019;21 - 22;417,16
20.04.2019;22 - 23;410,75
20.04.2019;23 - 00;396,1
21.04.2019;00 - 01;392,17
21.04.2019;01 - 02;391,79
21.04.2019;02 - 03;391,69
21.04.2019;03 - 04;391,88
21.04.2019;04 - 05;392,17
21.04.2019;05 - 06;399,64
21.04.2019;06 - 07;395,24
21.04.2019;07 - 08;398,01
21.04.2019;08 - 09;398,39
21.04.2019;09 - 10;400,6
21.04.2019;10 - 11;399,83
21.04.2019;11 - 12;397,44
21.04.2019;12 - 13;394,28
21.04.2019;13 - 14;392,46
21.04.2019;14 - 15;392,36
21.04.2019;15 - 16;388,15
21.04.2019;16 - 17;384,7
21.04.2019;17 - 18;385,66
21.04.2019;18 - 19;402,89
21.04.2019;19 - 20;417,16
21.04.2019;20 - 21;421,66
21.04.2019;21 - 22;412,66
21.04.2019;22 - 23;406,72
21.04.2019;23 - 00;379,25
22.04.2019;00 - 01;374,84
22.04.2019;01 - 02;372,07
22.04.2019;02 - 03;368,62
22.04.2019;03 - 04;371,68
22.04.2019;04 - 05;366,99
22.04.2019;05 - 06;373,79
22.04.2019;06 - 07;370,53
22.04.2019;07 - 08;376,18
22.04.2019;08 - 09;390,54
22.04.2019;09 - 10;393,7
22.04.2019;10 - 11;397,05
22.04.2019;11 - 12;393,32
22.04.2019;12 - 13;387,48
22.04.2019;13 - 14;382,88
22.04.2019;14 - 15;372,45
22.04.2019;15 - 16;374,94
22.04.2019;16 - 17;380,2
22.04.2019;17 - 18;389,68
22.04.2019;18 - 19;396,77
22.04.2019;19 - 20;396,67
22.04.2019;20 - 21;393,8
22.04.2019;21 - 22;400,79
22.04.2019;22 - 23;396,58
22.04.2019;23 - 00;397,25
23.04.2019;00 - 01;382,79
23.04.2019;01 - 02;374,84
23.04.2019;02 - 03;374,84
23.04.2019;03 - 04;376,37
23.04.2019;04 - 05;373,41
23.04.2019;05 - 06;379,63
23.04.2019;06 - 07;396
23.04.2019;07 - 08;418,02
23.04.2019;08 - 09;421,18
23.04.2019;09 - 10;415,25
23.04.2019;10 - 11;409,5
23.04.2019;11 - 12;407,01
23.04.2019;12 - 13;394,66
23.04.2019;13 - 14;387,29
23.04.2019;14 - 15;378,29
23.04.2019;15 - 16;373,21
23.04.2019;16 - 17;372,64
23.04.2019;17 - 18;382,88
23.04.2019;18 - 19;391,21
23.04.2019;19 - 20;393,61
23.04.2019;20 - 21;392,94
23.04.2019;21 - 22;397,05
23.04.2019;22 - 23;394,95
23.04.2019;23 - 00;387,38
24.04.2019;00 - 01;376,43
24.04.2019;01 - 02;374,42
24.04.2019;02 - 03;374,61
24.04.2019;03 - 04;374,9
24.04.2019;04 - 05;370,01
24.04.2019;05 - 06;375,76
24.04.2019;06 - 07;384,49
24.04.2019;07 - 08;414,02
24.04.2019;08 - 09;420,44
24.04.2019;09 - 10;402,42
24.04.2019;10 - 11;392,73
24.04.2019;11 - 12;381,99
24.04.2019;12 - 13;370,39
24.04.2019;13 - 14;354,48
24.04.2019;14 - 15;350,26
24.04.2019;15 - 16;345,46
24.04.2019;16 - 17;351,79
24.04.2019;17 - 18;391,77
24.04.2019;18 - 19;406,16
24.04.2019;19 - 20;408,07
24.04.2019;20 - 21;405,39
24.04.2019;21 - 22;396,95
24.04.2019;22 - 23;374,52
24.04.2019;23 - 00;365,98
25.04.2019;00 - 01;362,1
25.04.2019;01 - 02;352,2
25.04.2019;02 - 03;332,1
25.04.2019;03 - 04;342,87
25.04.2019;04 - 05;300,95
25.04.2019;05 - 06;373,25
25.04.2019;06 - 07;413,45
25.04.2019;07 - 08;436,71
25.04.2019;08 - 09;441,81
25.04.2019;09 - 10;427
25.04.2019;10 - 11;406,91
25.04.2019;11 - 12;395,66
25.04.2019;12 - 13;392,29
25.04.2019;13 - 14;391,14
25.04.2019;14 - 15;386,81
25.04.2019;15 - 16;385,85
25.04.2019;16 - 17;387,2
25.04.2019;17 - 18;396,23
25.04.2019;18 - 19;413,16
25.04.2019;19 - 20;416,14
25.04.2019;20 - 21;411,52
25.04.2019;21 - 22;410,27
25.04.2019;22 - 23;396,14
25.04.2019;23 - 00;375,37
26.04.2019;00 - 01;357,9
26.04.2019;01 - 02;338,56
26.04.2019;02 - 03;324,34
26.04.2019;03 - 04;337,39
26.04.2019;04 - 05;351,9
26.04.2019;05 - 06;387,5
26.04.2019;06 - 07;422,23
26.04.2019;07 - 08;426,87
26.04.2019;08 - 09;430,74
26.04.2019;09 - 10;430,93
26.04.2019;10 - 11;428,42
26.04.2019;11 - 12;425,03
26.04.2019;12 - 13;421,36
26.04.2019;13 - 14;411,68
26.04.2019;14 - 15;399,49
26.04.2019;15 - 16;401,53
26.04.2019;16 - 17;407,23
26.04.2019;17 - 18;417,1
26.04.2019;18 - 19;418,36
26.04.2019;19 - 20;420,78
26.04.2019;20 - 21;416,33
26.04.2019;21 - 22;415,46
26.04.2019;22 - 23;396,98
26.04.2019;23 - 00;367,48
27.04.2019;00 - 01;356,87
27.04.2019;01 - 02;300,35
27.04.2019;02 - 03;280,65
27.04.2019;03 - 04;270,89
27.04.2019;04 - 05;269,63
27.04.2019;05 - 06;270,31
27.04.2019;06 - 07;270,41
27.04.2019;07 - 08;309,05
27.04.2019;08 - 09;359,57
27.04.2019;09 - 10;367,5
27.04.2019;10 - 11;367,3
27.04.2019;11 - 12;362,96
27.04.2019;12 - 13;327,69
27.04.2019;13 - 14;304,8
27.04.2019;14 - 15;298,42
27.04.2019;15 - 16;299,29
27.04.2019;16 - 17;309,53
27.04.2019;17 - 18;329,05
27.04.2019;18 - 19;367,3
27.04.2019;19 - 20;376,38
27.04.2019;20 - 21;372,91
27.04.2019;21 - 22;359,29
27.04.2019;22 - 23;361,7
